Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
17,57.11,0.85,144.10,139.97,134.27,0.88,0.98,1.10,8.53,9.92,1.00,1.00,9.82,9.82,138.54,10.69,39.29,1.43,9.52,43225.00,0.14,3.246580e+002,8.85
18,30.17,0.85,159.03,149.53,146.85,0.88,0.98,1.08,6.20,6.66,1.00,1.00,7.07,7.07,149.06,7.32,28.30,1.06,6.06,28917.00,0.07,1.246820e+002,5.80
19,29.96,0.93,131.72,134.37,135.61,0.92,0.99,1.03,6.18,6.52,1.00,1.00,6.91,6.91,134.41,7.05,27.65,1.05,32.36,25942.00,0.05,1.233343e+002,5.88
20,38.60,0.70,160.51,153.51,145.03,0.78,0.93,1.25,7.01,7.84,1.00,1.00,8.33,8.33,151.75,9.46,33.31,1.09,47.11,35205.00,0.11,1.804280e+002,5.85
21,29.52,0.90,145.13,150.99,147.36,0.92,0.99,1.02,6.13,6.44,1.00,1.00,6.83,6.83,148.73,6.98,27.33,1.05,27.18,28408.00,0.05,1.206579e+002,5.80
22,32.58,0.92,130.34,130.38,128.57,0.92,1.00,1.03,6.44,6.76,1.00,1.00,7.11,7.11,129.82,7.18,28.43,1.05,23.06,26613.00,0.05,1.399175e+002,6.35
23,31.70,0.94,127.52,119.83,115.57,0.93,1.00,1.05,6.35,7.19,1.00,1.00,7.50,7.50,119.43,7.57,30.00,1.36,12.87,24006.00,0.12,1.342906e+002,6.66
24,33.47,0.99,142.93,145.46,145.23,0.93,1.00,1.05,6.53,7.42,1.00,1.00,7.66,7.66,144.59,7.83,30.64,1.36,8.15,30219.00,0.12,1.456426e+002,6.91
25,45.67,0.89,108.48,117.84,118.59,0.92,0.99,1.03,7.63,7.95,1.00,1.00,8.05,8.05,116.99,8.68,32.21,1.05,36.45,30768.00,0.04,2.321648e+002,7.05
26,38.38,0.93,125.46,136.97,135.71,0.87,0.99,1.11,6.99,7.62,1.00,1.00,7.86,7.86,135.27,8.74,31.42,1.06,40.83,31247.00,0.08,1.788506e+002,6.91
27,39.51,0.89,117.96,131.23,130.61,0.92,0.99,1.02,7.09,7.40,1.00,1.00,7.58,7.58,128.93,8.03,30.32,1.05,38.92,30427.00,0.04,1.867958e+002,6.66
28,24.17,0.82,128.77,133.18,131.64,0.79,0.94,1.66,5.55,6.75,2.87,0.35,12.06,4.20,132.22,7.61,32.53,1.20,38.82,21948.00,0.18,8.937008e+001,5.45
29,65.93,0.57,175.13,160.38,155.54,0.59,0.81,1.96,9.16,11.01,3.89,0.26,20.37,5.23,160.33,13.42,51.21,1.26,35.48,55956.00,0.17,4.026930e+002,8.17
30,20.42,0.78,149.78,151.66,147.91,0.79,0.92,1.23,5.10,5.89,1.00,1.00,6.60,6.60,150.31,6.48,26.41,1.09,42.24,22246.00,0.13,6.941586e+001,5.14
31,32.14,0.93,139.93,138.75,139.06,0.93,1.00,1.01,6.40,6.70,1.00,1.00,7.03,7.03,138.41,7.06,28.11,1.05,23.28,28097.00,0.05,1.370917e+002,6.27
32,36.58,0.97,119.29,127.93,125.82,0.80,0.95,1.66,6.82,8.13,2.88,0.35,14.00,4.86,126.27,9.26,37.73,1.20,40.88,28159.00,0.16,1.664421e+002,6.91
33,25.01,0.96,143.29,143.93,139.54,0.73,0.93,1.48,5.64,6.66,2.20,0.45,10.70,4.85,140.94,7.32,31.10,1.16,28.82,23959.00,0.15,9.410169e+001,5.80
34,60.91,0.58,125.95,131.79,136.67,0.60,0.84,1.66,8.81,10.41,2.87,0.35,16.96,5.90,131.82,12.99,45.74,1.18,33.03,43237.00,0.15,3.575643e+002,6.61
35,25.22,0.78,160.85,154.16,144.10,0.77,0.92,1.72,5.67,7.05,3.09,0.32,12.71,4.11,151.88,7.71,33.63,1.20,42.58,25971.00,0.20,9.530118e+001,5.63
36,56.87,0.84,161.41,157.88,160.85,0.83,0.97,1.30,8.51,9.40,1.35,0.74,11.34,8.38,159.02,10.78,39.43,1.11,49.19,49455.00,0.10,3.226446e+002,7.81
37,31.27,0.89,129.55,137.02,137.76,0.75,0.91,1.92,6.31,8.29,3.77,0.27,15.48,4.10,136.38,8.74,39.16,1.38,40.94,27139.00,0.24,1.315142e+002,7.41
38,23.54,0.93,150.40,140.85,135.39,0.93,1.00,1.03,5.47,6.38,1.00,1.00,6.80,6.80,140.34,6.80,27.19,1.41,6.30,22876.00,0.14,8.589147e+001,5.80
39,31.70,0.98,129.88,138.52,143.05,0.95,1.00,1.00,6.35,6.60,1.00,1.00,6.91,6.91,138.58,6.80,27.65,1.05,30.47,27854.00,0.04,1.342906e+002,6.27
40,30.83,0.77,159.26,162.25,155.94,0.85,0.97,1.03,6.27,6.66,1.00,1.00,6.96,6.96,159.35,7.73,27.84,1.04,33.24,31392.00,0.06,1.287626e+002,5.25
41,28.87,0.98,133.20,138.24,136.43,0.94,1.00,1.05,6.06,6.45,1.00,1.00,6.88,6.88,136.80,6.80,27.52,1.06,40.19,25719.00,0.06,1.166906e+002,5.80
42,33.91,0.97,125.68,133.28,129.31,0.88,0.99,1.31,6.57,7.48,1.38,0.72,9.44,6.83,129.91,8.49,32.53,1.11,37.71,27412.00,0.12,1.485417e+002,6.75
43,23.12,0.90,125.59,129.40,127.91,0.84,0.98,1.17,5.43,6.14,1.00,1.00,6.72,6.72,128.49,6.99,26.87,1.07,35.30,20687.00,0.12,8.360601e+001,5.25
44,34.58,0.57,153.53,146.31,144.82,0.67,0.85,1.19,6.63,7.91,1.00,1.00,8.10,8.10,145.72,9.99,32.40,1.28,5.09,31184.00,0.16,1.529358e+002,4.72
45,38.60,0.87,141.47,132.77,127.59,0.89,0.99,1.09,7.01,7.90,1.00,1.00,8.13,8.13,132.23,8.79,32.53,1.34,5.52,30677.00,0.11,1.804280e+002,6.91
46,22.91,0.49,132.74,111.13,94.89,0.63,0.77,1.26,5.40,6.57,1.00,1.00,6.96,6.96,108.21,8.92,27.84,1.06,22.60,17313.00,0.18,8.247342e+001,3.43
47,69.30,0.40,114.10,119.96,122.16,0.31,0.61,1.71,9.39,11.96,3.06,0.33,18.41,6.02,119.62,15.53,48.86,1.12,32.14,43421.00,0.21,4.339742e+002,6.33
48,46.13,0.93,128.94,140.88,138.36,0.94,1.00,1.00,7.66,7.95,1.00,1.00,7.94,7.94,138.29,8.49,31.75,1.04,33.94,36648.00,0.04,2.356877e+002,7.44
49,20.42,0.63,162.30,162.11,156.20,0.74,0.88,1.37,5.10,6.35,1.74,0.58,9.12,5.26,160.06,7.95,28.76,1.31,15.11,23689.00,0.20,6.941586e+001,4.20
50,38.38,0.89,128.64,140.22,144.35,0.91,0.99,1.01,6.99,7.28,1.00,1.00,7.47,7.47,138.87,7.86,29.86,1.04,30.75,32079.00,0.04,1.788506e+002,6.35
51,37.03,0.96,126.83,133.62,128.58,0.95,1.00,1.00,6.87,7.12,1.00,1.00,7.30,7.30,131.01,7.32,29.21,1.04,32.83,29477.00,0.04,1.695089e+002,6.66
52,46.36,0.97,122.78,135.97,135.61,0.95,1.00,1.02,7.68,7.96,1.00,1.00,8.05,8.05,134.35,8.22,32.21,1.05,35.81,35736.00,0.03,2.374574e+002,7.46
53,44.29,0.92,144.79,152.39,140.53,0.84,0.97,1.51,7.51,8.57,2.30,0.43,13.45,5.84,147.97,9.26,38.57,1.17,44.60,38029.00,0.12,2.217287e+002,7.46
