Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
13,36.81,0.92,129.64,135.31,138.35,0.81,0.95,1.59,6.85,8.03,2.61,0.38,13.35,5.12,135.06,8.80,36.95,1.18,42.79,30253.00,0.15,1.679726e+002,6.75
14,24.17,0.96,158.85,152.23,148.84,0.91,0.99,1.10,5.55,6.47,1.00,1.00,7.07,7.07,151.91,6.80,28.30,1.49,15.78,25217.00,0.14,8.937008e+001,6.05
15,26.93,0.92,155.07,152.57,149.74,0.91,0.99,1.03,5.86,6.18,1.00,1.00,6.64,6.64,151.30,6.52,26.55,1.06,25.85,27082.00,0.05,1.051335e+002,5.49
16,36.36,0.92,146.73,157.88,156.65,0.91,0.99,1.05,6.80,7.17,1.00,1.00,7.47,7.47,156.19,7.71,29.86,1.06,29.37,34674.00,0.05,1.649176e+002,6.35
17,43.14,0.95,161.69,164.64,156.67,0.91,0.99,1.15,7.41,8.02,1.00,1.00,8.33,8.33,161.88,8.49,33.31,1.08,42.07,40793.00,0.08,2.131852e+002,7.28
18,45.21,0.84,163.71,157.08,143.87,0.83,0.97,1.20,7.59,8.41,1.00,1.00,8.80,8.80,153.88,9.07,35.20,1.25,45.15,40163.00,0.10,2.286639e+002,7.75
19,30.61,0.92,138.70,142.33,139.20,0.92,1.00,1.02,6.24,6.56,1.00,1.00,6.91,6.91,140.95,6.97,27.65,1.05,39.62,27627.00,0.05,1.273961e+002,5.80
20,33.03,0.77,121.85,129.19,135.31,0.82,0.95,1.33,6.48,7.54,1.51,0.66,9.98,6.61,130.17,8.25,33.18,1.29,36.99,26945.00,0.14,1.427679e+002,6.19
21,42.69,0.78,125.99,129.84,135.12,0.81,0.96,1.17,7.37,8.09,1.00,1.00,8.38,8.38,130.93,9.77,33.50,1.07,30.28,32733.00,0.09,2.098070e+002,6.32
22,27.79,0.96,144.95,152.90,153.31,0.89,0.99,1.14,5.95,6.54,1.00,1.00,7.07,7.07,152.12,7.26,28.30,1.07,37.22,27838.00,0.09,1.102058e+002,5.80
23,26.50,0.86,146.32,147.08,142.64,0.89,0.98,1.07,5.81,6.24,1.00,1.00,6.75,6.75,144.87,6.97,27.00,1.06,32.68,25642.00,0.07,1.026362e+002,5.45
24,34.58,0.93,159.04,160.19,148.03,0.72,0.94,1.81,6.63,7.68,3.38,0.30,14.86,4.40,156.02,8.21,38.51,1.27,37.63,33389.00,0.14,1.529358e+002,6.91
25,27.58,0.84,152.42,149.81,143.60,0.89,0.98,1.01,5.93,6.25,1.00,1.00,6.64,6.64,148.24,7.21,26.55,1.05,32.12,26979.00,0.05,1.089281e+002,5.49
26,21.45,0.92,175.92,172.62,157.96,0.92,0.99,1.01,5.23,5.58,1.00,1.00,6.10,6.10,168.39,5.98,24.39,1.05,28.57,25764.00,0.06,7.473601e+001,4.70
27,53.11,0.82,133.92,139.24,139.19,0.82,0.96,1.25,8.22,9.04,1.00,1.00,9.40,9.40,138.57,10.59,37.60,1.10,41.13,40877.00,0.09,2.911308e+002,7.49
28,71.23,0.63,124.50,140.75,145.55,0.64,0.86,1.26,9.52,10.71,1.00,1.00,10.57,10.57,139.98,12.41,42.29,1.07,41.70,51933.00,0.11,4.522707e+002,7.46
29,29.52,0.75,158.99,155.14,145.85,0.82,0.95,1.13,6.13,6.73,1.00,1.00,7.19,7.19,152.43,8.39,28.76,1.07,29.92,29115.00,0.09,1.206579e+002,5.25
30,23.75,0.90,126.55,137.17,144.77,0.90,0.99,1.11,5.50,6.04,1.00,1.00,6.60,6.60,135.99,6.70,26.41,1.07,40.13,22302.00,0.09,8.704429e+001,5.51
31,58.53,0.92,162.57,160.46,154.70,0.84,0.97,1.38,8.63,9.62,1.77,0.56,13.12,7.40,158.86,10.20,41.05,1.14,43.62,50517.00,0.10,3.368460e+002,9.11
32,51.23,0.87,123.01,135.63,137.52,0.76,0.95,1.72,8.08,9.68,3.07,0.33,16.66,5.43,134.53,10.47,44.17,1.35,39.73,38610.00,0.17,2.758753e+002,8.43
33,28.22,0.85,131.87,134.39,129.09,0.82,0.96,1.32,5.99,6.70,1.48,0.68,9.14,6.18,132.51,7.12,30.64,1.14,37.28,24514.00,0.11,1.127805e+002,5.88
34,33.25,0.93,125.83,137.83,142.90,0.82,0.96,1.31,6.51,7.54,1.43,0.70,9.54,6.66,137.71,8.49,32.40,1.10,44.10,28644.00,0.14,1.442022e+002,6.85
35,25.44,0.90,153.45,153.00,152.08,0.83,0.95,1.34,5.69,6.81,1.58,0.63,9.33,5.92,152.77,7.48,30.51,1.30,41.31,26276.00,0.16,9.650727e+001,5.77
36,301.81,0.84,131.41,142.26,142.56,0.64,0.91,1.86,19.60,22.41,3.56,0.28,36.96,10.37,141.09,25.35,94.65,1.24,45.13,177068.00,0.13,3.944205e+003,20.40
37,48.67,0.89,114.94,117.96,120.16,0.77,0.93,1.79,7.87,9.50,3.33,0.30,16.76,5.03,118.26,10.24,43.58,1.22,34.03,32639.00,0.17,2.554547e+002,8.59
38,26.93,0.97,121.95,127.41,126.39,0.89,0.99,1.14,5.86,6.43,1.00,1.00,6.99,6.99,124.94,7.12,27.97,1.08,40.99,22364.00,0.09,1.051335e+002,5.80
39,46.82,0.94,134.69,141.39,142.93,0.85,0.97,1.48,7.72,8.68,2.18,0.46,13.36,6.13,141.09,9.25,38.97,1.17,44.54,37811.00,0.11,2.410132e+002,7.88
40,44.75,0.92,119.65,133.48,136.50,0.78,0.96,1.61,7.55,8.72,2.67,0.37,14.53,5.44,132.56,9.96,39.94,1.20,46.58,34334.00,0.13,2.251852e+002,7.58
41,26.93,0.96,127.00,128.80,127.69,0.85,0.98,1.27,5.86,6.62,1.00,1.00,7.38,7.38,128.24,7.52,29.54,1.11,26.36,22955.00,0.12,1.051335e+002,5.88
42,23.54,0.94,134.03,142.61,144.82,0.79,0.97,1.32,5.47,6.46,1.48,0.68,8.57,5.81,141.93,7.51,28.76,1.10,35.10,23135.00,0.15,8.589147e+001,5.49
43,31.27,0.83,153.47,155.53,148.12,0.84,0.97,1.19,6.31,7.02,1.00,1.00,7.55,7.55,153.03,8.03,30.19,1.08,38.16,30453.00,0.10,1.315142e+002,5.71
44,21.04,0.85,144.94,133.32,119.39,0.88,0.98,1.11,5.18,7.08,1.00,1.00,7.50,7.50,130.17,8.02,30.00,1.59,4.14,19655.00,0.27,7.258714e+001,6.25
45,21.87,0.93,166.86,157.16,150.48,0.91,1.00,1.02,5.28,6.32,1.00,1.00,6.72,6.72,156.25,6.64,26.87,1.65,15.78,24218.00,0.17,7.691247e+001,5.80
46,23.33,0.94,153.38,146.41,142.79,0.89,0.98,1.13,5.45,6.43,1.00,1.00,6.91,6.91,146.10,7.18,27.65,1.34,34.94,23669.00,0.15,8.474537e+001,5.80
47,26.08,0.92,141.85,141.60,141.18,0.85,0.97,1.23,5.76,6.52,1.00,1.00,7.19,7.19,141.21,7.18,28.76,1.09,42.51,24711.00,0.12,1.001650e+002,6.07
48,34.80,0.93,139.70,146.62,149.21,0.90,0.99,1.09,6.66,7.10,1.00,1.00,7.51,7.51,146.57,7.48,30.05,1.07,43.50,31512.00,0.06,1.544126e+002,6.35
49,46.36,0.85,158.00,155.92,146.25,0.86,0.97,1.19,7.68,8.38,1.00,1.00,8.72,8.72,153.25,8.96,34.87,1.09,39.82,40764.00,0.08,2.374574e+002,7.05
50,22.49,0.98,125.00,131.48,131.30,0.89,0.98,1.12,5.35,6.46,1.00,1.00,6.99,6.99,130.65,6.71,27.97,1.43,33.91,20643.00,0.17,8.022859e+001,6.07
51,31.92,0.93,149.19,143.63,142.66,0.92,0.99,1.05,6.38,7.27,1.00,1.00,7.53,7.53,144.00,8.02,30.13,1.39,12.37,29087.00,0.12,1.356881e+002,6.66
52,59.95,0.91,143.37,142.95,142.11,0.79,0.96,1.47,8.74,10.13,2.14,0.47,15.04,7.04,142.57,10.69,44.17,1.46,47.24,46194.00,0.14,3.492166e+002,9.29
53,37.48,0.92,126.75,133.70,128.01,0.93,1.00,1.03,6.91,7.25,1.00,1.00,7.50,7.50,130.06,7.71,30.00,1.05,39.89,29524.00,0.05,1.725993e+002,6.66
54,329.79,0.93,92.04,110.16,113.40,0.73,0.95,1.76,20.49,22.55,3.24,0.31,36.75,11.36,108.95,23.61,96.22,1.32,37.42,147955.00,0.09,4.505254e+003,20.72
55,25.22,0.91,138.80,139.18,137.88,0.91,0.99,1.09,5.67,6.08,1.00,1.00,6.68,6.68,138.33,6.80,26.74,1.08,27.41,23655.00,0.07,9.530118e+001,5.62
56,20.63,0.83,150.91,152.31,144.42,0.81,0.94,1.53,5.12,6.25,2.39,0.42,10.44,4.36,149.42,7.21,29.59,1.16,39.63,22263.00,0.18,7.046599e+001,5.10
57,33.91,0.93,159.55,156.67,152.72,0.93,1.00,1.02,6.57,6.89,1.00,1.00,7.19,7.19,155.77,7.26,28.76,1.05,26.70,32868.00,0.05,1.485417e+002,6.35
58,21.45,0.63,142.23,140.30,133.08,0.63,0.78,2.67,5.23,7.49,6.24,0.16,17.07,2.74,138.37,9.72,39.62,1.33,36.15,21170.00,0.30,7.473601e+001,5.78
59,39.96,0.89,158.31,159.05,159.87,0.91,0.99,1.05,7.13,7.47,1.00,1.00,7.74,7.74,159.05,8.03,30.97,1.06,30.32,37854.00,0.05,1.900144e+002,6.75
60,33.25,0.94,102.13,111.22,112.44,0.85,0.97,1.35,6.51,7.50,1.64,0.61,10.20,6.23,110.55,8.55,32.85,1.12,35.85,22994.00,0.13,1.442022e+002,6.91
61,68.58,0.86,135.02,144.86,147.45,0.83,0.97,1.16,9.34,10.06,1.00,1.00,10.02,10.02,144.52,11.42,40.08,1.07,42.63,52026.00,0.07,4.271916e+002,9.11
62,45.44,0.97,127.74,144.69,153.91,0.90,0.99,1.13,7.61,8.33,1.00,1.00,8.57,8.57,145.50,8.80,34.28,1.23,47.75,38122.00,0.09,2.304116e+002,7.99
63,41.78,0.70,133.28,129.85,129.67,0.71,0.91,1.47,7.29,8.56,2.13,0.47,12.89,6.04,129.70,9.56,37.87,1.31,36.68,31907.00,0.15,2.031184e+002,6.17
64,31.49,0.84,139.72,136.57,129.07,0.89,0.98,1.03,6.33,6.68,1.00,1.00,7.03,7.03,134.67,7.51,28.11,1.05,32.03,26934.00,0.05,1.328993e+002,5.85
65,24.17,0.95,145.74,146.49,142.51,0.93,1.00,1.01,5.55,5.85,1.00,1.00,6.33,6.33,144.68,6.22,25.31,1.05,25.95,24017.00,0.05,8.937008e+001,5.25
66,53.58,0.75,141.69,139.66,133.51,0.76,0.94,1.46,8.26,9.44,2.09,0.48,13.78,6.58,138.04,11.37,40.72,1.14,41.33,40999.00,0.13,2.949972e+002,7.82
67,25.01,0.91,141.50,142.64,135.18,0.92,0.99,1.00,5.64,5.97,1.00,1.00,6.36,6.36,140.26,6.64,25.44,1.04,38.01,23845.00,0.05,9.410169e+001,5.25
68,50.30,0.76,166.89,159.08,157.47,0.74,0.91,1.39,8.00,9.16,1.81,0.55,12.51,6.91,158.67,9.99,38.84,1.12,41.52,44905.00,0.13,2.683748e+002,7.45
69,19.81,0.81,155.63,150.37,142.21,0.80,0.95,1.21,5.02,5.68,1.00,1.00,6.49,6.49,148.48,6.70,25.95,1.10,33.01,21530.00,0.12,6.630745e+001,4.71
70,41.32,0.91,131.74,135.26,136.04,0.92,0.99,1.03,7.25,7.60,1.00,1.00,7.78,7.78,134.61,8.25,31.10,1.05,27.10,32846.00,0.05,1.998081e+002,6.66
71,70.02,0.93,115.78,123.67,123.37,0.82,0.96,1.51,9.44,10.79,2.33,0.43,16.13,6.93,122.68,12.04,46.12,1.16,42.04,44901.00,0.12,4.407997e+002,9.95
72,23.12,0.94,154.23,155.82,160.63,0.93,1.00,1.00,5.43,5.71,1.00,1.00,6.16,6.16,156.83,6.11,24.66,1.04,20.28,25249.00,0.05,8.360601e+001,5.25
73,22.91,0.91,139.83,145.21,148.99,0.83,0.98,1.30,5.40,6.28,1.36,0.73,8.17,5.98,145.04,6.99,28.30,1.11,40.61,23206.00,0.14,8.247342e+001,5.45
74,39.73,0.88,122.61,129.44,129.76,0.83,0.96,1.26,7.11,8.31,1.00,1.00,8.77,8.77,128.75,9.26,35.06,1.33,41.16,30513.00,0.14,1.884022e+002,7.44
75,30.39,0.88,146.37,147.79,143.94,0.91,0.99,1.00,6.22,6.50,1.00,1.00,6.83,6.83,146.45,7.21,27.33,1.05,36.19,28558.00,0.04,1.260359e+002,5.88
76,58.77,0.94,113.72,126.61,123.57,0.85,0.98,1.40,8.65,9.75,1.86,0.54,13.64,7.35,124.21,10.29,41.96,1.29,40.22,39623.00,0.11,3.388951e+002,9.07
77,30.83,0.91,139.92,143.58,141.95,0.92,0.99,1.04,6.27,6.60,1.00,1.00,6.99,6.99,142.42,6.98,27.97,1.06,33.08,28057.00,0.05,1.287626e+002,5.80
78,61.62,0.89,130.32,128.74,129.84,0.85,0.97,1.07,8.86,9.55,1.00,1.00,9.35,9.35,127.46,10.18,37.41,1.19,20.72,42189.00,0.07,3.638777e+002,8.57
79,60.67,0.87,132.79,139.68,141.25,0.83,0.98,1.31,8.79,9.84,1.38,0.72,11.91,8.62,139.33,10.69,41.05,1.25,44.78,45562.00,0.11,3.554699e+002,8.88
80,28.01,0.94,125.23,124.89,124.00,0.93,1.00,1.00,5.97,6.26,1.00,1.00,6.64,6.64,124.63,6.64,26.55,1.05,22.08,22932.00,0.05,1.114900e+002,5.80
81,42.00,0.84,118.22,127.03,126.39,0.86,0.98,1.15,7.31,7.87,1.00,1.00,8.25,8.25,125.83,8.69,32.99,1.08,40.29,31081.00,0.07,2.047821e+002,6.92
82,27.15,0.90,130.51,126.61,124.52,0.92,0.99,1.01,5.88,6.20,1.00,1.00,6.60,6.60,125.62,6.80,26.41,1.05,16.07,22611.00,0.05,1.063919e+002,5.74
83,30.83,0.92,155.82,153.98,149.91,0.92,0.99,1.05,6.27,6.63,1.00,1.00,7.03,7.03,152.78,7.06,28.11,1.06,29.98,30097.00,0.05,1.287626e+002,6.21
84,22.91,0.98,146.36,145.11,140.07,0.95,1.00,1.00,5.40,5.65,1.00,1.00,6.16,6.16,141.88,5.88,24.66,1.05,27.96,22700.00,0.04,8.247342e+001,5.25
85,50.77,0.84,135.46,141.15,136.33,0.87,0.98,1.11,8.04,8.52,1.00,1.00,8.72,8.72,139.04,9.25,34.87,1.07,35.96,39626.00,0.06,2.721144e+002,7.44
86,49.60,0.88,117.22,121.46,120.51,0.90,0.99,1.02,7.95,8.31,1.00,1.00,8.29,8.29,120.68,8.95,33.18,1.04,30.07,33789.00,0.04,2.628054e+002,6.91
87,48.44,0.88,153.05,156.65,148.56,0.87,0.98,1.35,7.85,8.74,1.62,0.62,11.67,7.20,153.81,9.11,37.73,1.13,43.26,42297.00,0.10,2.536306e+002,8.25
88,50.54,0.91,121.77,134.77,135.33,0.86,0.98,1.18,8.02,8.70,1.00,1.00,8.96,8.96,133.43,9.18,35.84,1.08,47.58,37894.00,0.08,2.702419e+002,8.19
89,28.22,0.90,152.55,151.92,150.52,0.92,0.99,1.04,5.99,6.34,1.00,1.00,6.80,6.80,150.71,6.80,27.19,1.06,25.24,27882.00,0.05,1.127805e+002,5.80
90,28.65,0.87,141.11,140.78,138.75,0.91,0.99,1.01,6.04,6.37,1.00,1.00,6.72,6.72,139.71,6.99,26.87,1.05,33.22,26126.00,0.05,1.153809e+002,5.68
91,29.30,0.85,149.26,150.04,147.79,0.90,0.99,1.00,6.11,6.45,1.00,1.00,6.75,6.75,149.26,7.18,27.00,1.04,36.62,28360.00,0.05,1.193291e+002,5.78
92,46.82,0.91,112.58,118.22,122.08,0.87,0.98,1.29,7.72,8.69,1.22,0.82,9.98,8.20,118.51,9.68,36.36,1.10,38.17,31762.00,0.11,2.410132e+002,7.61
93,25.22,0.90,151.51,154.65,148.72,0.92,0.99,1.01,5.67,5.99,1.00,1.00,6.44,6.44,151.96,6.52,25.76,1.05,31.02,25986.00,0.05,9.530118e+001,5.25
94,20.22,0.84,156.66,158.84,155.42,0.90,0.98,1.04,5.07,5.43,1.00,1.00,6.05,6.05,157.29,5.97,24.20,1.06,30.29,23121.00,0.07,6.837271e+001,4.70
95,70.27,0.74,137.19,143.94,139.73,0.79,0.95,1.13,9.46,10.28,1.00,1.00,10.10,10.10,141.91,11.52,40.40,1.19,27.69,52082.00,0.08,4.430844e+002,8.15
96,27.15,0.97,120.87,120.25,116.34,0.94,1.00,1.02,5.88,6.21,1.00,1.00,6.64,6.64,118.79,6.52,26.55,1.05,32.37,21382.00,0.05,1.063919e+002,5.80
97,32.80,0.83,145.29,147.74,146.51,0.83,0.95,1.33,6.46,7.33,1.51,0.66,9.74,6.46,146.88,8.03,32.40,1.12,41.29,30258.00,0.12,1.413396e+002,6.55
98,85.17,0.88,126.94,130.56,134.67,0.74,0.96,1.55,10.41,12.32,2.46,0.41,18.61,7.55,130.92,14.77,52.31,1.51,22.22,56035.00,0.15,5.912304e+002,10.67
99,52.64,0.89,132.87,140.48,148.81,0.83,0.97,1.39,8.19,9.36,1.81,0.55,13.13,7.23,142.05,10.22,40.72,1.37,43.79,41622.00,0.13,2.872853e+002,8.17
100,75.85,0.93,112.62,113.34,118.84,0.88,0.99,1.06,9.83,10.30,1.00,1.00,9.94,9.94,113.67,11.00,39.75,1.04,19.90,44332.00,0.05,4.969330e+002,9.67
101,28.44,0.84,147.29,147.28,144.38,0.89,0.99,1.00,6.02,6.55,1.00,1.00,6.80,6.80,146.40,7.18,27.19,1.22,39.10,27231.00,0.08,1.140775e+002,5.25
102,139.45,0.57,128.33,137.62,140.77,0.55,0.82,1.89,13.32,16.42,3.66,0.27,27.36,7.48,137.49,19.58,69.67,1.44,41.40,88408.00,0.19,1.238725e+003,11.29
103,27.58,0.93,141.37,137.80,132.43,0.87,0.98,1.18,5.93,6.64,1.00,1.00,7.19,7.19,136.57,7.48,28.76,1.08,32.38,24856.00,0.11,1.089281e+002,5.80
104,44.75,0.92,130.15,135.80,130.34,0.80,0.96,1.64,7.55,8.74,2.80,0.36,14.89,5.31,133.51,9.46,40.40,1.21,39.93,34579.00,0.14,2.251852e+002,7.71
105,29.96,0.92,145.02,147.87,146.30,0.84,0.97,1.26,6.18,6.99,1.00,1.00,7.63,7.63,146.57,7.95,30.51,1.10,42.59,28288.00,0.12,1.233343e+002,5.95
106,33.91,0.93,151.95,154.26,150.11,0.92,1.00,1.02,6.57,6.90,1.00,1.00,7.19,7.19,152.72,7.32,28.76,1.05,28.92,32223.00,0.05,1.485417e+002,6.35
107,25.86,0.96,158.33,152.26,143.02,0.85,0.97,1.21,5.74,6.48,1.00,1.00,7.11,7.11,150.13,6.98,28.43,1.09,33.95,26123.00,0.11,9.893920e+001,5.85
108,59.48,0.80,125.57,142.12,146.28,0.75,0.93,1.85,8.70,10.43,3.52,0.28,18.87,5.36,141.45,11.92,48.46,1.38,42.64,45547.00,0.17,3.450729e+002,8.05
109,34.35,0.95,151.63,148.06,139.18,0.93,1.00,1.03,6.61,6.94,1.00,1.00,7.27,7.27,145.82,7.26,29.08,1.06,30.75,31060.00,0.05,1.514651e+002,6.35
110,131.23,0.50,131.70,139.55,139.93,0.43,0.75,1.73,12.93,15.76,3.11,0.32,24.66,7.94,138.75,19.39,65.19,1.42,42.58,84776.00,0.18,1.130887e+003,10.01
111,27.79,0.87,139.93,140.73,133.90,0.90,0.99,1.00,5.95,6.25,1.00,1.00,6.56,6.56,138.11,6.80,26.22,1.03,38.90,25274.00,0.05,1.102058e+002,5.49
112,38.83,0.88,109.52,110.97,112.16,0.81,0.95,2.00,7.03,8.85,4.04,0.25,17.39,4.30,111.13,10.23,43.39,1.46,35.95,25893.00,0.21,1.820112e+002,7.57
113,38.38,0.76,114.20,126.93,123.05,0.78,0.93,1.48,6.99,8.21,2.18,0.46,12.39,5.69,124.29,10.02,36.17,1.14,36.78,28711.00,0.15,1.788506e+002,6.52
114,37.93,0.87,145.84,145.57,145.11,0.89,0.99,1.11,6.95,8.22,1.00,1.00,8.41,8.41,145.46,8.95,33.63,1.45,6.03,33310.00,0.15,1.757132e+002,7.41
115,46.59,0.90,133.60,137.48,135.58,0.78,0.94,1.63,7.70,9.46,2.76,0.36,14.99,5.44,136.48,10.87,40.86,1.15,45.45,36441.00,0.19,2.392325e+002,7.76
116,26.93,0.90,125.49,129.92,126.84,0.92,1.00,1.00,5.86,6.14,1.00,1.00,6.52,6.52,128.47,6.64,26.09,1.04,33.17,22997.00,0.05,1.051335e+002,5.25
117,32.58,0.94,112.23,119.14,118.17,0.78,0.96,1.66,6.44,7.55,2.88,0.35,13.42,4.66,118.02,8.62,36.17,1.22,42.01,24194.00,0.15,1.399175e+002,6.66
118,145.37,0.46,100.55,111.14,113.40,0.35,0.69,1.86,13.61,16.95,3.55,0.28,27.36,7.70,110.31,21.59,70.13,1.39,35.62,73466.00,0.20,1.318555e+003,10.71
119,22.70,0.93,162.31,158.16,146.32,0.68,0.88,1.96,5.38,6.69,3.89,0.26,13.74,3.53,155.11,7.48,34.55,1.27,35.45,24663.00,0.20,8.134761e+001,5.74
120,21.87,0.70,148.43,140.19,137.68,0.74,0.90,1.29,5.28,6.17,1.22,0.82,7.59,6.24,140.42,7.57,27.65,1.10,28.14,21765.00,0.14,7.691247e+001,4.51
121,30.61,0.83,129.40,139.14,145.29,0.87,0.98,1.04,6.24,6.59,1.00,1.00,6.99,6.99,139.54,7.26,27.97,1.06,40.80,27350.00,0.05,1.273961e+002,5.85
122,23.33,0.87,141.58,136.84,138.99,0.90,0.99,1.00,5.45,5.76,1.00,1.00,6.25,6.25,137.36,6.48,24.98,1.05,25.25,22252.00,0.05,8.474537e+001,5.19
123,25.01,0.87,153.81,157.24,155.25,0.91,0.99,1.00,5.64,5.98,1.00,1.00,6.36,6.36,155.16,6.48,25.44,1.04,32.19,26377.00,0.06,9.410169e+001,5.10
124,35.69,0.93,119.64,125.43,126.37,0.82,0.95,1.32,6.74,7.94,1.45,0.69,10.05,6.92,125.04,8.55,33.96,1.27,42.82,27384.00,0.15,1.603796e+002,7.03
125,209.53,0.92,93.56,109.84,113.81,0.84,0.98,1.42,16.33,17.62,1.94,0.52,23.21,11.98,109.17,18.68,70.39,1.15,38.63,99450.00,0.07,2.281600e+003,16.69
126,44.06,0.64,125.87,131.63,135.17,0.70,0.89,1.52,7.49,8.88,2.37,0.42,13.61,5.75,131.73,11.20,38.70,1.15,41.12,33723.00,0.16,2.200088e+002,6.35
127,38.15,0.87,143.15,148.87,152.24,0.81,0.96,1.52,6.97,8.28,2.34,0.43,13.15,5.62,149.08,9.26,37.54,1.36,42.60,34288.00,0.16,1.772790e+002,7.46
128,40.87,0.91,135.67,138.54,134.32,0.91,0.99,1.00,7.21,7.71,1.00,1.00,7.74,7.74,135.56,8.22,30.97,1.20,20.62,32805.00,0.06,1.965207e+002,6.91
129,33.47,0.82,152.62,158.32,155.88,0.81,0.95,1.47,6.53,7.52,2.14,0.47,11.67,5.47,156.95,8.25,34.28,1.16,38.85,32803.00,0.13,1.456426e+002,6.80
130,82.21,0.50,132.00,140.56,138.69,0.53,0.78,1.60,10.23,12.30,2.64,0.38,18.30,6.94,139.02,15.76,50.48,1.13,40.52,57834.00,0.17,5.607482e+002,8.01
131,108.61,0.69,130.56,136.51,140.36,0.57,0.89,1.84,11.76,13.68,3.49,0.29,24.06,6.90,136.75,15.61,61.93,1.46,26.84,71383.00,0.14,8.514772e+002,10.97
132,25.86,0.86,138.52,139.57,141.85,0.84,0.96,1.28,5.74,6.83,1.11,0.90,7.93,7.16,139.80,7.21,30.19,1.33,40.54,24326.00,0.16,9.893920e+001,5.80
133,24.38,0.95,135.34,131.46,128.34,0.94,1.00,1.00,5.57,5.81,1.00,1.00,6.25,6.25,130.95,6.11,24.98,1.04,27.61,21868.00,0.04,9.054300e+001,5.25
134,55.69,0.73,130.85,144.76,151.83,0.76,0.93,1.49,8.42,9.56,2.23,0.45,14.45,6.47,145.28,11.52,41.83,1.16,43.77,44455.00,0.12,3.126542e+002,7.60
135,39.05,0.91,150.70,152.90,143.73,0.93,1.00,1.00,7.05,7.38,1.00,1.00,7.50,7.50,149.86,7.95,30.00,1.04,34.97,35068.00,0.04,1.836003e+002,6.66
136,23.33,0.84,148.74,149.31,145.69,0.85,0.96,1.32,5.45,6.45,1.45,0.69,8.47,5.84,148.12,7.73,28.62,1.10,38.75,23996.00,0.15,8.474537e+001,5.14
137,25.22,0.93,157.05,145.99,142.33,0.91,0.99,1.04,5.67,6.83,1.00,1.00,7.16,7.16,146.12,7.26,28.62,1.57,11.02,24986.00,0.17,9.530118e+001,6.35
138,80.74,0.94,139.17,140.55,141.52,0.91,0.99,1.07,10.14,11.31,1.00,1.00,10.88,10.88,140.09,11.73,43.52,1.38,9.85,57437.00,0.10,5.457490e+002,10.78
